time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp,cosn_jap_en,cosn_jap_sp,punc_jaccard_en,punc_jaccard_sp,digits_match_en,digits_match_sp,len_ratio_en,len_ratio_sp,sbert_jap_en,sbert_jap_sp,comet_jap_en,comet_jap_sp,comet_jap_en_norm,sbert_jap_en_norm,qe_mix_en,comet_jap_sp_norm,sbert_jap_sp_norm,qe_mix_sp,flags_en,flags_sp,flags_all
0:16:33.38,ai,どこかで見返さなきゃ,we need to get our revenge somewhere.,que debemos demostrar algo en algún lugar.,0.0,0.0,0.0,0.0,1,1,7.0,7.0,0.5385234355926514,0.522712767124176,-0.16653379797935486,-0.2652786076068878,0.5397530546053553,0.41545634005699633,0.4900343687860117,0.4771293352688113,0.31551137623462844,0.41248215165513813,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:16:35.44,ai,やればできると　親や　友達や　先生たちを,"To make our parents, friends, and teachers say ""You can do it.""","Para que padres, amigos y profesores crean que podemos lograrlo.",0.0,0.0,0.0,0.0,1,1,3.0,2.5,0.8299251198768616,0.8801929950714111,-0.04860476031899452,-0.09461268782615662,0.6025898998835602,0.8001350925022481,0.6816079769310354,0.5595679303992634,0.8462747127572494,0.6742506433424579,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:16:41.16,ai,やればできると…,"""You can do it…""","""Si te esfuerzas, puedes...""",0.0,0.0,0.5,0.0,1,1,4.0,4.0,0.7895681262016296,0.6702157855033875,-0.06331770122051239,0.031739741563797,0.5947503142364807,0.7468599097675876,0.6555941524489235,0.6206013035742368,0.5345142414606834,0.5861664787288154,length_ratio_extreme,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;SP:length_ratio_extreme;SP:low_punc_jaccard
0:16:46.92,ai,言ったでしょう もっと　工夫を…,You said it — be more creative…,Te dijeron: sé más ingenioso…,0.0,0.0,0.5,0.5,1,1,2.3333333333333335,1.6666666666666667,0.8144775629043579,0.7811048626899719,0.08293530344963074,-0.056221719831228256,0.6726791908580139,0.7797428049315491,0.715504636487428,0.578112332651724,0.6991551138508434,0.6265294451313718,length_ratio_extreme,,EN:length_ratio_extreme
0:16:50.09,ai,認めさせなきゃ…,We must make them recognize us…,Debemos hacer que nos reconozcan.,0.0,0.0,1.0,0.0,1,1,6.0,5.0,0.5099626183509827,0.5294187664985657,0.0027482323348522186,-0.0424552857875824,0.6299526268080011,0.37775326509938434,0.5290728821245544,0.5847620813770248,0.3254680069079059,0.48104445158937725,length_ratio_extreme,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;SP:length_ratio_extreme;SP:low_punc_jaccard
0:16:52.92,ai,どんな手を使っても…,By any means…,Por cualquier medio…,0.0,0.0,1.0,1.0,1,1,3.0,3.0,0.6344202160835266,0.8062372803688049,-0.0041821859776973724,0.07327921688556671,0.6262598499325285,0.5420494789173983,0.5925757015264764,0.6406665631901136,0.736470089111703,0.6789879735587494,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:17:02.59,ai,しゃーっ,Ha—!,¡Sí!,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0.8388224244117737,0.758384644985199,-0.07908231019973755,-0.04186089709401131,0.5863503619011455,0.8118804055639164,0.6765623793662539,0.5850491953416779,0.6654216158480236,0.6171981635442161,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:17:03.85,ai,やったぜー,Nailed it!,¡Lo hice!,0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.7773318290710449,0.7075183391571045,-0.012922655791044235,0.15977323055267334,0.621602612324079,0.7307067995811967,0.665244287226926,0.6824466970508837,0.5898986411846964,0.6454274747044088,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:04.91,ai,100億円いただき,Got the 10 billion yen.,Conseguí los 10 mil millones.,0.0,0.0,0.0,0.0,0,0,5.0,5.0,0.5072774291038513,0.653457522392273,-0.08555249869823456,-0.1770559400320053,0.5829028120723087,0.3742085524042496,0.499425108205085,0.519744479422245,0.5096326649487316,0.5156997536328396,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:17:04.97,ai,渚,Nagisa.,Nagisa.,0.0,0.0,0.0,0.0,1,1,1.0,1.0,0.6878150105476379,0.6878150105476379,-0.09391765296459198,-0.09391762316226959,0.578445556125921,0.6125358351372616,0.5920816677304572,0.5599036749608566,0.5606444234244188,0.5601999743462814,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:17:07.35,ai,ざまあみろ,Serves him right.,Toma eso.,0.0,0.0,0.0,0.0,1,1,3.0,2.0,0.46230408549308777,0.8150627613067627,-0.9092366695404053,-0.2956359088420868,0.14401417337774117,0.3148393357987381,0.2123442383461399,0.46246552149159637,0.7495735878309067,0.5773087480273205,low_qe_mix;length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_qe_mix;EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:08.41,ai,寺坂　何やったんだ,"Terasaka, what did you do?","Terasaka, ¿qué hiciste?",0.0,0.0,0.0,0.0,1,1,2.5,1.5,0.69841468334198,0.7421762943267822,0.13185429573059082,0.2783638834953308,0.69874499458294,0.6265284409688687,0.6698583731373116,0.7397308158530225,0.6413565134942798,0.7003810949095255,length_ratio_extreme;low_punc_jaccard,low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:low_punc_jaccard
0:17:10.88,ai,こいつも自爆テロは予想してなかったろ,He probably didn't expect a suicide bombing either.,Él tampoco esperaba un suicidio explosivo.,0.0,0.0,0.0,0.0,1,1,8.0,6.0,0.7598264813423157,0.6933495402336121,-0.02214556559920311,-0.30077072978019714,0.616688313283505,0.707598026747749,0.6530521986692026,0.4599851936972241,0.5688617322783359,0.5035358091296689,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:13.29,ai,ちょっと　渚に　何　持たせたのよ,What did you make Nagisa carry?,¿Qué le diste a Nagisa para que lo llevara?,0.0,0.0,0.0,0.0,1,1,1.5,2.25,0.5630614757537842,0.6681827902793884,-0.6682306528091431,-0.650973379611969,0.27243087281757017,0.44784895542510017,0.34259810586058215,0.29082304052578295,0.53149578269327,0.3870921373927778,low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:16.81,ai,おもちゃの手榴弾だよ,A toy grenade.,Era una granada de juguete.,0.0,0.0,0.0,0.0,1,1,3.0,5.0,0.8729260563850403,0.7473461627960205,-0.3002605140209198,-0.2619125247001648,0.4684986364215397,0.8569005386271591,0.6238593973037875,0.4787552905050963,0.6490323971476857,0.5468661331621321,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:19.19,ai,ただし　火薬を使って威力を上げてある,Although we increased its power with real powder.,Pero con pólvora para aumentar su efecto.,0.0,0.0,0.0,0.0,1,1,4.0,3.5,0.5324178338050842,0.7549577951431274,-0.24721422791481018,-0.0754946619272232,0.4967636111789265,0.4073963479387692,0.4610167058828636,0.568802716106923,0.6603336526160868,0.6054150907105885,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:22.74,ai,300発の対先生弾がすげえ速さで飛び散るようにな,It made 300 anti-Sensei rounds scatter at crazy speed.,Hizo que 300 balas contra el profesor estallaran a enorme velocidad.,0.1414213562373095,0.12216944435630522,0.0,0.0,1,1,9.0,11.0,0.615846574306488,0.683271586894989,-0.5121528506278992,-0.3115038573741913,0.3555947559594885,0.5175304533506564,0.4203690349159557,0.4548006556163843,0.5538986441935975,0.49443985104726956,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:27.94,ai,人間が死ぬ威力じゃねえよ,It's not lethal to humans.,No tiene poder para matar a un humano.,0.0,0.0,0.0,0.0,1,1,5.0,8.0,0.5342336893081665,0.6304458379745483,-0.5197230577468872,-0.4009183645248413,0.3515610765290685,0.4097934549811062,0.37485402790988354,0.4116098043717318,0.47546641617270174,0.4371524490921198,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:30.42,ai,俺の100億で　治療費くらい…,"My 10 billion covers treatment costs, at least…","Con mis 10 mil millones cubriría gastos médicos, más o menos…",0.0,0.0,0.5,0.5,0,0,4.0,5.5,0.852818489074707,0.8463214635848999,0.16589708626270294,0.2176533341407776,0.7168842213920782,0.8303565811800777,0.7622731653072781,0.7104051461187396,0.7959844710615177,0.7446368760958508,length_ratio_extreme;digits_mismatch,length_ratio_extreme;digits_mismatch,EN:length_ratio_extreme;EN:digits_mismatch;SP:length_ratio_extreme;SP:digits_mismatch
0:17:35.59,ai,無傷　やけど一つ負ってねえのか,"No injuries, not a single burn?","Está ileso, ni una quemadura.",0.0,0.0,0.0,0.0,1,1,3.0,2.5,0.7009512782096863,0.7297882437705994,-0.20001335442066193,-0.49393245577812195,0.5219139392371437,0.6298769945352805,0.5650991613563984,0.36668020729630046,0.6229635436677611,0.4691935418448847,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:38.56,ai,それに　何だ　この膜,And what's with this membrane?,"Y además, ¿qué es esta membrana?",0.0,0.0,0.0,0.0,1,1,1.6666666666666667,2.0,0.8964694738388062,0.9092830419540405,-0.17641566693782806,0.051861997693777084,0.5344876383590919,0.887980154644681,0.6758846448733276,0.630321173413171,0.8894657178421596,0.7339789911847664,low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:40.89,ai,タコの死体に　つながっ…,It's connected to the octopus's corpse…,Conectada al cadáver del pulpo…,0.0,0.0,0.5,1.0,1,1,3.0,2.5,0.6322854161262512,0.8420267701148987,-0.28133392333984375,-0.3021617829799652,0.4785834066686766,0.5392313339698079,0.5028425775891292,0.45931325830621034,0.7896079901899206,0.5914311510596943,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:17:41.77,ai,実は　先生　月に１度ほど　脱皮をします,"Actually, Sensei sheds his skin about once a month.","En realidad, el profesor muda la piel aproximadamente una vez al mes.",0.0,0.0,0.0,0.0,0,0,2.25,3.0,0.4483182728290558,0.7364710569381714,0.3618071973323822,0.36845675110816956,0.8212721955666462,0.29637669382483117,0.6113139948699202,0.7832493428490303,0.632885748972781,0.7231039052985306,length_ratio_extreme;low_punc_jaccard;digits_mismatch;model_discrepancy,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;EN:model_discrepancy;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:17:45.94,ai,脱いだ皮を渚君にかぶせて守りました,I covered Nagisa with the shed skin to protect him.,Le puse la piel que mudó sobre Nagisa para protegerlo.,0.0,0.0,0.0,0.0,1,1,10.0,10.0,0.6214646100997925,0.6480777263641357,-0.26717910170555115,-0.7457044124603271,0.4861256062373381,0.5249468106221309,0.5016540879912552,0.24506409068208324,0.5016450945421057,0.3476964922260922,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:17:51.51,ai,月1で使える　先生の奥の手です,It's Sensei's secret technique usable once a month.,"Es el recurso secreto del profesor, usable una vez al mes.",0.0,0.0,0.0,0.0,0,0,4.0,5.5,0.4421018958091736,0.7383636236190796,-0.079759880900383,0.015000998973846436,0.5859893277900717,0.28817046755468606,0.46686178369591746,0.6125158086778996,0.6356957085946561,0.6217877686446022,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:17:58.21,ai,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu.",0.0,0.0,0.0,0.0,1,1,1.0,1.0,0.7486397624015808,0.7486397624015808,-0.29794082045555115,-0.29794082045555115,0.46973465283065957,0.692830462529141,0.5589729767100522,0.4613521552403964,0.6509530495057593,0.5371925129465416,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:18:03.80,ai,先生の顔は　顔色を見るまでもなく…,You could tell Sensei's mood without checking his complexion…,"El rostro del profesor, sin siquiera mirar su color…",0.0,0.0,0.5,0.5,1,1,4.5,4.5,0.4902270436286926,0.9099235534667969,0.22466406226158142,-0.3823678195476532,0.7481973860847698,0.3517003742878265,0.5895985813659925,0.42057047366521727,0.8904167075781342,0.6085089672303841,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:18:12.76,ai,真っ黒,pitch black.,está completamente negro.,0.0,0.0,0.0,0.0,1,1,2.0,3.0,0.7758608460426331,0.7636836171150208,0.10728578269481659,-0.08330710232257843,0.685654004586136,0.7287649579695823,0.7028983859395146,0.565028988982252,0.6732891841997471,0.60833306706925,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:14.56,ai,ど怒りだ,Furious.,Está furioso.,0.0,0.0,0.0,0.0,1,1,1.0,2.0,0.7137596607208252,0.7255586385726929,0.20383286476135254,0.25615862011909485,0.7370977726201754,0.6467853134330566,0.7009727889453279,0.7290047686164655,0.6166837016191383,0.6840763418175346,low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:15.66,ai,首謀者は　君ら３人だろ,"You three are the ringleaders, right?","Ustedes tres son los instigadores, ¿no?",0.0,0.0,0.0,0.0,0,0,3.0,3.0,0.6773576140403748,0.8922555446624756,0.09138861298561096,-0.07102681696414948,0.6771834191120506,0.5987310479339184,0.6458024706407978,0.5709608673212351,0.8641843999718049,0.688250280381463,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:18:19.59,ai,いっ　いや…,N-no…,N-no…,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0.9015066623687744,0.9015066623687744,0.6205667853355408,0.6205667853355408,0.9591486381984841,0.8946297366616809,0.9333410775837628,0.9050287646966793,0.8779198564152404,0.8941852013841037,,,
0:18:20.82,ai,渚が勝手に…,Nagisa acted on his own…,Nagisa actuó por su cuenta…,0.0,0.0,1.0,1.0,1,1,5.0,5.0,0.39685526490211487,0.46951305866241455,-0.5311656594276428,0.01073654368519783,0.34546404558860955,0.2284404849623334,0.2986546213380991,0.6104559029659421,0.2365239174670823,0.46088310876639815,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:18:29.08,ai,いなく…,He's gone…,No está…,0.0,0.0,0.5,1.0,1,1,2.0,2.0,0.4393347203731537,0.9104247093200684,-0.43049073219299316,-0.09607855975627899,0.3991072784305291,0.2845175250634989,0.35327137708371703,0.5588598545120815,0.8911607911162018,0.6917802291537296,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:18:34.05,ai,俺らんちの表札,Our family nameplate—,El nombre de mi casa…,0.0,0.0,0.0,0.0,1,1,3.0,5.0,0.526818037033081,0.4896215796470642,-0.39974066615104675,-0.8276183009147644,0.41549202285401265,0.400004067961073,0.4092968408968368,0.20549634397241592,0.2663797384495035,0.22984970176325098,length_ratio_extreme;low_punc_jaccard,low_qe_mix;length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:low_qe_mix;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:36.21,ai,政府との契約ですから　先生は　決して君たちに危害は加えない,"By contract with the government, Sensei will never harm you.",Hay un contrato con el gobierno: el profesor jamás dañará a los estudiantes.,0.0,0.0,0.0,0.0,1,1,3.3333333333333335,4.333333333333333,0.5835915207862854,0.8921397924423218,0.19712087512016296,0.26730701327323914,0.7335213824201041,0.4749506248274116,0.6300930793830272,0.734389896887947,0.8640125386217897,0.7862389535814841,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:41.67,ai,が　しかし…,But — however…,"Pero, sin embargo…",0.0,0.0,0.5,0.5,1,1,1.5,1.5,0.9318357706069946,0.9778550863265991,0.15656834840774536,0.3403034508228302,0.7119135333506719,0.9346671288562864,0.8010149715529177,0.7696501513596514,0.9912770187701887,0.8583008983238662,,,
0:18:44.55,ai,次　また　今のような方法で暗殺に来たら,"Next time you try an assassination the way you did just now,","Si vienen la próxima vez con un método como el anterior,",0.0,0.0,0.0,0.0,1,1,4.0,3.6666666666666665,0.7971457839012146,0.4756178557872772,-0.012088071554899216,-0.4943675696849823,0.6220473089107611,0.7568631598088279,0.6759736492699878,0.3664700295452335,0.24558792223565953,0.31811718662140387,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:49.23,ai,君たち以外には何をするか分かりませんよ,I don't know what he'll do to anyone else.,no sé qué hará con otros que no sean ustedes.,0.0,0.0,0.0,0.0,1,1,9.0,10.0,0.5592333674430847,0.8429167866706848,-0.12184900045394897,-0.01943417266011238,0.5635627266259017,0.4427954776704935,0.5152558270437384,0.5958822172952335,0.7909294287472975,0.6739011018760591,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:18:53.19,ai,家族や友人…　いいや,"Family or friends… no,","Sus familias y amigos… mejor dicho,",0.0,0.0,0.5,0.5,1,1,2.0,3.0,0.8259729743003845,0.8423700332641602,-0.5066929459571838,-0.4809457063674927,0.35850399012126954,0.7949178734131559,0.5330695434380242,0.3729533365660399,0.7901176449348933,0.5398190599135813,length_ratio_extreme,length_ratio_extreme,EN:length_ratio_extreme;SP:length_ratio_extreme
0:18:56.33,ai,君たち以外を地球ごと消しますかね,maybe he'll erase everything but you from the Earth.,quizá borraría del planeta a quienes no sean ustedes.,0.0,0.0,0.0,0.0,1,1,9.0,9.0,0.7821250557899475,0.8761266469955444,-0.3433416187763214,-0.10812719166278839,0.4455434697582978,0.7370343281229204,0.5621398131041468,0.5530398742319371,0.8402372642398788,0.6679188302351138,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:01.61,ai,5秒間で　皆　悟った,In five seconds everyone understood.,"En cinco segundos, todos entendieron.",0.0,0.0,0.0,0.0,0,0,1.6666666666666667,1.6666666666666667,0.8764376640319824,0.924066960811615,0.38369011878967285,0.413555771112442,0.8329322054940322,0.8615362045191428,0.8443738051040764,0.8050340076238668,0.9114159167238837,0.8475867712638736,low_punc_jaccard;digits_mismatch,low_punc_jaccard;digits_mismatch,EN:low_punc_jaccard;EN:digits_mismatch;SP:low_punc_jaccard;SP:digits_mismatch
0:19:04.61,ai,地球の裏でも　逃げられないと,You can't escape even to the other side of the planet.,Que no habrá escape ni al otro lado del planeta.,0.0,0.0,0.0,0.0,1,1,5.5,5.0,0.7804969549179077,0.8685416579246521,-0.3108849823474884,-0.5392733216285706,0.46283753644442877,0.7348850755753598,0.5716565520968011,0.3447787211207852,0.828975566970992,0.5384574594608679,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:07.99,ai,どうしても逃げたければ,"If you really wanted to run,","Si realmente quieren huir,",0.0,0.0,0.0,0.0,1,1,6.0,4.0,0.594391942024231,0.8913546800613403,-0.365466833114624,-0.032204676419496536,0.43375435744376256,0.48920823825851295,0.4559359097696627,0.589713543488627,0.862846854943932,0.698966868070749,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:12.34,ai,この先生を殺すしか…,you'd have to kill this teacher…,solo les queda matar a este profesor.,0.0,0.0,0.5,0.0,1,1,6.0,7.0,0.9258008003234863,0.9272592067718506,-0.2614690661430359,0.03042508289217949,0.489168119161154,0.9267003772384752,0.6641810223920825,0.6199662698539518,0.916155555407077,0.7384419840752019,length_ratio_extreme,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:16.68,ai,何なんだよ　てめえ　迷惑なんだよ,"What the hell, you're a nuisance.",¿Qué te pasa? Eres un problema.,0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.6254518032073975,0.7387328147888184,-0.21378248929977417,-0.5542567372322083,0.5145772474843852,0.5302102958835814,0.5208304668440636,0.3375411207011668,0.6362438595740555,0.45702221625032224,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:20.09,ai,いきなり来て　地球　爆破とか　暗殺しろとか,"Suddenly showing up and saying ""blow up the Earth"" or ""assassinate"" —",Llegas de repente y hablas de explotar la Tierra y de asesinatos.,0.0,0.0,0.0,0.0,1,1,3.0,3.0,0.7584831118583679,0.8407495021820068,-0.6337541937828064,-0.24905100464820862,0.29080117384400245,0.7058246475086158,0.4568105633098478,0.48496792889059026,0.7877115860346812,0.6060653917482266,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:23.49,ai,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,Doing annoying things to an annoying guy — what's wrong with that?,¿Qué tiene de malo darles a los molestos una muerte molesta?,0.0,0.0,0.0,0.0,1,1,4.0,3.6666666666666665,0.46856680512428284,0.7212881445884705,-0.08920198678970337,-0.4514307677745819,0.5809582331704717,0.3231067388529113,0.4778176354434475,0.387210254854631,0.6103431505663394,0.47646341313931434,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:27.95,ai,迷惑　とんでもない,Nuisance? That's outrageous.,"Molesto, no, de ninguna manera.",0.0,0.0,0.0,0.0,1,1,1.5,2.5,0.5269733667373657,0.8026638031005859,0.09006880223751068,-0.19766071438789368,0.6764801763363931,0.4002091183780213,0.5659717531530444,0.5097915336140733,0.7311644230368015,0.5983406893831645,low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:30.18,ai,君たちのアイデア自体は　すごくよかった,Your idea itself was actually quite good.,Sus ideas en sí fueron bastante buenas.,0.0,0.0,0.0,0.0,1,1,3.5,3.5,0.9362330436706543,0.8047922253608704,0.4851439893245697,0.6717454195022583,0.8869904874248717,0.9404719598079151,0.9083830763780891,0.9297501309004309,0.7343245656463232,0.8515799047987878,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:33.15,ai,特に　渚君,"Especially you, Nagisa.","Especialmente tú, Nagisa.",0.0,0.0,0.0,0.0,1,1,1.5,1.5,0.7576610445976257,0.7765220999717712,0.11717964708805084,0.27596399188041687,0.6909258124327473,0.7047394382413283,0.6964512627561797,0.7385715703899972,0.6923509265402022,0.7200833128500792,low_punc_jaccard,low_punc_jaccard,EN:low_punc_jaccard;SP:low_punc_jaccard
0:19:34.92,ai,君の肉薄までの自然な体運びは100点です,Your natural movement to get close to him scored a hundred points.,Tu acercamiento corporal natural hasta el punto de impacto fue perfecto.,0.0,0.0,0.0,0.0,0,0,12.0,11.0,0.5715280771255493,0.41153085231781006,-0.3812861740589142,-0.23017357289791107,0.42532524194311383,0.4590256981441482,0.43880542442352755,0.4940864978184989,0.1504357176381737,0.35662618574636884,length_ratio_extreme;low_punc_jaccard;digits_mismatch,length_ratio_extreme;low_punc_jaccard;digits_mismatch,EN:length_ratio_extreme;EN:low_punc_jaccard;EN:digits_mismatch;SP:length_ratio_extreme;SP:low_punc_jaccard;SP:digits_mismatch
0:19:38.86,ai,先生は　見事に　隙を突かれました,Sensei was superbly caught off guard.,El profesor fue alcanzado por su descuido con gran maestría.,0.0,0.0,0.0,0.0,1,1,2.0,3.3333333333333335,0.2668948173522949,0.7627251148223877,-0.42603328824043274,-0.47663235664367676,0.40148236536026377,0.056879970638291026,0.2636414074714747,0.3750368602829868,0.6718660624852293,0.4937685411638838,length_ratio_extreme;low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:length_ratio_extreme;EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:41.87,ai,ただし,However—,"Sin embargo,",0.0,0.0,0.0,0.0,1,1,1.0,2.0,0.7476965188980103,0.8222899436950684,0.09484314918518066,0.03075942024588585,0.6790241206134526,0.6915852887577647,0.6840485878711775,0.6201277684224685,0.7603040370647055,0.6761982758793633,low_punc_jaccard,length_ratio_extreme;low_punc_jaccard,EN:low_punc_jaccard;SP:length_ratio_extreme;SP:low_punc_jaccard
0:19:43.46,ai,寺坂君たちは　渚君を,Terasaka and the others,Terasaka y compañía,0.0,0.0,1.0,1.0,1,1,2.0,1.5,0.5575369596481323,0.3685568571090698,-0.32193872332572937,-0.16352912783622742,0.4569477045135052,0.44055605329721426,0.4503910440269888,0.526278481028694,0.0866307312430527,0.3504193811144375,length_ratio_extreme,,EN:length_ratio_extreme
